"","intron_motif","startID","endID","maxCount","quantileValueN","passedExpression","passed","maxDJaccard","passedVariability","b_jaccard","rho_jaccard","hgnc_symbol","annotatedJunction"
"189",NA,115,789,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000072077643,"MRPS6;SLC5A3;AP000317.2","none"
"190",NA,116,790,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000046432499,"MRPS6;SLC5A3;AP000317.2","none"
"191",NA,117,791,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000046432499,"MRPS6;SLC5A3;AP000317.2","none"
"192",NA,118,792,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.49999991007907,"MRPS6;SLC5A3;AP000317.2","none"
"193","AT-AA",119,793,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999999997727,"MRPS6;SLC5A3;AP000317.2","none"
"194","GT-AG",120,782,71,64.8,TRUE,TRUE,0.107933920039183,TRUE,3.50792463687827,0.000571179999675805,"MRPS6;AP000317.2","both"
"195","GT-AG",120,794,1,63.8,FALSE,FALSE,0.025,FALSE,-5.63066994089228,0.00147765912174035,"MRPS6;AP000317.2;LINC00310","start"
"196","GT-AG",120,784,1,63.8,FALSE,FALSE,0.036,FALSE,-5.63214592424232,0.00808826644288026,"MRPS6;AP000317.2;LINC00310;AP000317.1","start"
"197","GT-AG",121,795,1,1.55,FALSE,FALSE,0.5,TRUE,-0.0646627164925052,0.921577633569055,"SMIM11A;SMIM11B","both"
"198","GT-AG",122,795,2,1.55,FALSE,FALSE,0.5,TRUE,0.0646627164925051,0.921577598957963,"SMIM11A;SMIM11B","end"
"199","GT-AG",123,796,1,35.2,FALSE,FALSE,0.1125,TRUE,-4.52904313240618,0.0635736686557195,"CLIC6","end"
"200","GT-AG",124,797,1,38.15,FALSE,FALSE,0.0204545454545455,FALSE,-4.537607122446,0.000810470375466353,"CLIC6","start"
"201","GT-AG",124,796,36,40.05,TRUE,TRUE,0.170901960784314,TRUE,2.89108925341087,0.030143077127895,"CLIC6","both"
"202","GT-AG",124,798,3,96.45,FALSE,FALSE,0.0223508771929825,FALSE,-5.08461761551564,0.000328372604981527,"CLIC6","end"
"203","GT-AG",125,796,1,35.2,FALSE,FALSE,0.036,FALSE,-4.53815445960518,0.00234369790927792,"CLIC6","end"
"204","GT-AG",126,799,1,57.1,FALSE,FALSE,0.075,TRUE,-4.82967443366963,0.0383179534835174,"CLIC6","start"
"205","GT-AG",126,798,66,63.2,TRUE,TRUE,0.360379665379665,TRUE,2.31306892696701,0.0155880487015817,"CLIC6","both"
"206","GT-AG",127,798,1,60.4,FALSE,FALSE,0.0428571428571429,FALSE,-4.89101669081403,0.0133309303397906,"CLIC6","end"
"207","GT-AG",128,800,58,55.9,TRUE,TRUE,0.128810695790885,TRUE,2.51837627300335,0.00535131708478003,"CLIC6","both"
"208","GT-AG",129,801,61,59.4,TRUE,TRUE,0.103075396825397,TRUE,4.32754438274555,0.0010811408941298,"CLIC6","both"
"209","GT-AG",130,802,1,52.2,FALSE,FALSE,0.0375,FALSE,-5.09553250493088,0.00686866945700766,"CLIC6","start"
"210","GT-AG",130,803,52,56.2,TRUE,TRUE,0.381846066865557,TRUE,2.48136279118912,0.0127537280238156,"CLIC6","both"
"211","GT-AG",130,804,1,52.2,FALSE,FALSE,0.028125,FALSE,-5.09660560613269,0.00205002406580977,"CLIC6","start"
"212","GT-AG",131,805,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000008335434,"DOP1B","both"
"213","GT-AG",132,806,1,2.1,FALSE,FALSE,0.5,TRUE,-0.103609193168677,0.987303751204544,"AP000695.1","none"
"214","GT-AG",132,807,3,2.1,FALSE,FALSE,0.5,TRUE,0.103609193168678,0.987303742783851,"AP000695.1","none"
"215","GT-AG",133,808,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.49999991007907,"AP000695.1;AP000695.2;AP000695.1_2;AP000695.3","none"
"216","GT-AG",134,809,2,1.55,FALSE,FALSE,0,FALSE,0.544241771052179,0.976350758781204,"AP000695.1;AP000695.2","none"
"217","GT-AG",135,810,1,1,FALSE,FALSE,0,FALSE,1.19894763639919,0.499999999990703,"AP000704.1","both"
"218","GT-AG",136,811,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999943136996,"AP000704.1","both"
"219","GT-AG",137,812,1,2,FALSE,FALSE,0.5,TRUE,-0.12932543298501,0.987329492555323,"KCNJ15","start"
"220","GT-AG",137,813,2,2,FALSE,FALSE,0.6,TRUE,-0.110464094294827,0.986868019037838,"KCNJ15","end"
"221","GT-AG",138,813,1,2,FALSE,FALSE,0.666666666666667,TRUE,-0.369114960264848,0.981874916581233,"KCNJ15","both"
"222","GT-AG",139,814,2,2,FALSE,FALSE,0,FALSE,1.80785212394387,0.968730313177504,"KCNJ15","both"
"223","GT-AG",140,815,5,4.55,FALSE,FALSE,0.214285714285714,TRUE,1.92867401899398,0.0279166765473904,"ETS2","both"
"224","GT-AG",141,815,1,4.55,FALSE,FALSE,0.214285714285714,TRUE,-1.92867401899398,0.0279166768818743,"ETS2","end"
"225","GT-AG",142,816,9,7.2,FALSE,FALSE,0,FALSE,3.54361543248088,0.98192664962315,"ETS2","both"
"226","GT-AG",143,817,15,14.1,FALSE,FALSE,0,FALSE,4.20148703651158,0.978179132202449,"ETS2","both"
"227","GT-AG",144,818,14,13.55,FALSE,FALSE,0,FALSE,4.21302572143107,0.97804610027147,"ETS2","both"
"228","GT-AG",145,819,19,16.75,FALSE,FALSE,0,FALSE,4.59335040082277,0.974095254828271,"ETS2","both"
"229","GT-AG",146,820,21,20.1,TRUE,TRUE,0.27280701754386,TRUE,3.72267051769678,0.0286682941073383,"ETS2","both"
"230","GT-AG",146,821,1,20.1,FALSE,FALSE,0.15,TRUE,-4.38236617214276,0.0592975884066432,"ETS2","start"
"231","GT-AG",147,822,22,22,TRUE,TRUE,0.0954545454545455,TRUE,4.00574992024253,0.000914179120326271,"ETS2","both"
"232","GT-AG",148,823,10,9.55,FALSE,FALSE,0,FALSE,4.23465888491319,0.977925339760414,"ETS2","both"
"233","GT-AG",149,824,14,13.1,FALSE,FALSE,0,FALSE,4.14658443280805,0.978363753444665,"ETS2","both"
"234","GT-AG",150,825,29,46.85,TRUE,TRUE,0.268077884918001,TRUE,0.16004969423089,0.039938472580238,"WRB;WRB-SH3BGR","both"
"235","GT-AG",151,825,1,46.85,FALSE,FALSE,0.0264537545787546,FALSE,-5.07047774797272,0.000278606945323359,"WRB;WRB-SH3BGR","end"
"236","GT-AG",152,825,1,46.85,FALSE,FALSE,0.03,FALSE,-5.55605732720101,0.00303068056345808,"WRB;WRB-SH3BGR","end"
"237","GT-AG",153,825,27,46.85,TRUE,TRUE,0.301844368434485,TRUE,-0.302333423718315,0.0494057618663131,"WRB;WRB-SH3BGR","end"
"238","GT-AG",154,826,92,88.9,TRUE,TRUE,0.118484650376023,TRUE,2.80187645892461,0.00315365105833514,"WRB;WRB-SH3BGR","both"
"239","GT-AG",155,826,1,85.45,FALSE,FALSE,0.012,FALSE,-6.12235019496462,0.000639602628532351,"WRB;WRB-SH3BGR","end"
"240","GT-AG",156,826,1,85.45,FALSE,FALSE,0.00960283687943263,FALSE,-5.64036225152731,0.000151426131901042,"WRB;WRB-SH3BGR","end"
"241","GT-AG",157,827,59,65.2,TRUE,TRUE,0.0512980337664714,TRUE,1.75560443791012,0.000115514505012197,"WRB;WRB-SH3BGR","both"
"242","GT-AG",157,828,1,87.55,FALSE,FALSE,0.0166161309884779,FALSE,-5.78616157450729,0.000183314035014574,"WRB;WRB-SH3BGR","start"
"243","GT-AG",157,829,2,60.75,FALSE,FALSE,0.0310344827586207,FALSE,-5.59179646122075,0.0214429616189143,"WRB;WRB-SH3BGR","start"
"244","GT-AG",157,830,1,59.75,FALSE,FALSE,0.0243243243243243,FALSE,-5.63185033606119,0.00155859272222034,"WRB;WRB-SH3BGR","start"
"245","GT-AG",157,831,4,62.4,FALSE,FALSE,0.0563359597842356,TRUE,-5.01271274615574,0.0215553261617325,"WRB;WRB-SH3BGR;SH3BGR","start"
"246","GT-AG",158,828,35,33.6,TRUE,TRUE,0.114128464128464,TRUE,2.33041528115183,0.00621817039214016,"WRB;WRB-SH3BGR","both"
"247","GT-AG",158,829,2,33.05,FALSE,FALSE,0.0763859775701881,TRUE,-3.23056679463916,0.000216561840227159,"WRB;WRB-SH3BGR","start"
"248","GT-AG",158,832,1,33.05,FALSE,FALSE,0.0573684210526316,TRUE,-4.78656817079201,0.000468562050702328,"WRB;WRB-SH3BGR","start"
"249","GT-AG",159,833,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.500000056969131,"WRB;WRB-SH3BGR","none"
"250","GT-AG",160,834,1,1,FALSE,FALSE,0.5,TRUE,2.53130849614536e-16,0.49999999999866,"WRB;WRB-SH3BGR","none"
"251","GT-AG",160,832,1,1,FALSE,FALSE,0.833333333333333,TRUE,-0.959158109119348,0.499999934489463,"WRB;WRB-SH3BGR","none"
"252","GT-AG",161,832,1,1,FALSE,FALSE,0.6,TRUE,-0.239789527279837,0.500000052046802,"WRB;WRB-SH3BGR","none"
"253","GT-AG",162,835,1,1,FALSE,FALSE,0.5,TRUE,2.26485497023532e-16,0.499999999998181,"WRB;WRB-SH3BGR","none"
"254","GT-AG",162,836,1,1,FALSE,FALSE,0.5,TRUE,2.26485497023532e-16,0.500000081923408,"WRB;WRB-SH3BGR","none"
"255","GT-AG",163,831,1,5.55,FALSE,FALSE,0.388333333333333,TRUE,-2.28443058048959,0.00143573133761855,"WRB-SH3BGR;SH3BGR","end"
"256","GT-AG",164,831,2,5.55,FALSE,FALSE,0.316666666666667,TRUE,-1.09081737031721,0.00203169592134941,"WRB-SH3BGR;SH3BGR","both"
"257","GT-AG",165,831,2,5.55,FALSE,FALSE,0.666666666666667,TRUE,-1.10332583567081,0.00191783145490827,"WRB-SH3BGR;SH3BGR","end"
"258","GT-AG",166,831,1,5.55,FALSE,FALSE,0.4,TRUE,-2.53599180129441,0.00352858262268478,"WRB-SH3BGR;SH3BGR","end"
"259","GT-AG",167,837,7,7,FALSE,FALSE,0,FALSE,3.51611299107167,0.981319409456995,"WRB-SH3BGR;SH3BGR","both"
"260","GT-AG",168,838,12,10.65,FALSE,FALSE,0.182936507936508,TRUE,3.07521029856608,0.00116080705197674,"WRB-SH3BGR;SH3BGR;MYL6P2","both"
"261","GT-AG",168,839,1,18,FALSE,FALSE,0.0767521367521367,TRUE,-3.77859807172869,0.000604559557000327,"WRB-SH3BGR;SH3BGR;MYL6P2","start"
"262","GT-AG",169,839,11,10.55,FALSE,FALSE,0.185833333333333,TRUE,3.05689548387287,0.00105031084321807,"WRB-SH3BGR;SH3BGR","both"
"263","GT-AG",170,840,8,8.55,FALSE,FALSE,0.1,TRUE,3.66656310964581,0.00266795618413436,"WRB-SH3BGR;SH3BGR","both"
"264","GT-AG",170,841,1,15,FALSE,FALSE,0.06,TRUE,-4.30510797661413,0.00168791811682183,"WRB-SH3BGR;SH3BGR","start"
"265","GT-AG",171,841,7,7,FALSE,FALSE,0.128571428571429,TRUE,3.51892879473703,0.00326857097696876,"WRB-SH3BGR;SH3BGR","both"
"266","GC-AG",172,842,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.951748380591938,"UMODL1","none"
"267","GT-AG",173,843,6,4.65,FALSE,FALSE,0,FALSE,2.89888205013208,0.983432210717741,"ABCG1;RNA5SP492","both"
"268","GT-AG",174,844,10,9.55,FALSE,FALSE,0,FALSE,3.46262500541694,0.980526821563702,"ABCG1","both"
"269","GT-AG",175,845,1,18.1,FALSE,FALSE,0.0473684210526316,FALSE,-4.31064363467617,0.00145295630578471,"ABCG1","none"
"270","GT-AG",176,846,10,10,FALSE,FALSE,0,FALSE,3.73880399617686,0.980755548881156,"ABCG1","both"
"271","GT-AG",177,847,8,9.1,FALSE,FALSE,0.136547619047619,TRUE,2.68614577517332,0.00212405623832569,"ABCG1","both"
"272","GT-AG",177,848,2,16.75,FALSE,FALSE,0.0746385193753615,TRUE,-3.21991968176252,0.000898431443165657,"ABCG1","start"
"273","GT-AG",178,848,9,9.65,FALSE,FALSE,0.169612794612795,TRUE,2.20334818123229,0.00100269277402863,"ABCG1","both"
"274","GT-AG",179,849,10,10,FALSE,FALSE,0,FALSE,3.66250024449991,0.980942099432525,"ABCG1","both"
"275","GT-AG",180,850,20,16.85,TRUE,TRUE,0.166666666666667,TRUE,3.32704754628635,0.0620552982041716,"ABCG1","both"
"276","GT-AG",181,851,15,14.75,FALSE,FALSE,0.292499363381716,TRUE,1.30303293855905,0.0145095846054466,"ABCG1","both"
"277","GT-AG",182,851,5,14.75,FALSE,FALSE,0.233300229182582,TRUE,-1.44898699583564,0.00143364116307159,"ABCG1","end"
"278","GT-AG",183,851,1,14.75,FALSE,FALSE,0.075,TRUE,-4.30132484862507,0.00340930565546203,"ABCG1","end"
"279","GT-AG",184,851,1,14.75,FALSE,FALSE,0.119480519480519,TRUE,-4.04553978603976,0.00207334161543208,"ABCG1","end"
"280","GT-AG",185,852,14,19.1,FALSE,FALSE,0.198444055944056,TRUE,0.104191393212147,0.000346867222409915,"ABCG1","both"
"281","GT-AG",186,852,7,19.1,FALSE,FALSE,0.198444055944056,TRUE,-0.104191393212147,0.000346869162966205,"ABCG1","end"
"282","GT-AG",187,853,1,14.55,FALSE,FALSE,0.06,TRUE,-4.38729307941598,0.00226769349316488,"ABCG1","start"
"283","GT-AG",187,854,14,14.55,FALSE,FALSE,0.0599999999999999,TRUE,4.38729307941598,0.00226769349365728,"ABCG1","both"
"284","GT-AG",188,855,20,20,TRUE,TRUE,0.163333333333333,TRUE,3.92842013177857,0.0122756762538989,"ABCG1","both"
"285","GT-AG",189,856,13,12.55,FALSE,FALSE,0,FALSE,4.46503243035542,0.975645217011983,"ABCG1","both"
"286","GT-AG",190,857,13,13,FALSE,FALSE,0.221560846560847,TRUE,2.86229436691574,0.00758011281694202,"ABCG1","both"
"287","GT-AG",191,857,2,13,FALSE,FALSE,0.221560846560847,TRUE,-2.86229436691574,0.00758011292816034,"ABCG1","end"
"288","GT-AG",192,845,18,18.1,FALSE,FALSE,0.0473684210526316,FALSE,4.31064363467617,0.00145295704346904,"ABCG1","both"
"289","GT-AG",193,858,1,1.55,FALSE,FALSE,0.75,TRUE,-0.544241771052179,0.982845324236232,"SLC37A1","end"
"290","GT-AG",194,858,2,1.55,FALSE,FALSE,0.75,TRUE,0.54424177105218,0.982845321378284,"SLC37A1","both"
"291","GT-AG",195,859,1,11.65,FALSE,FALSE,0.0692307692307692,TRUE,-3.9306456700466,0.00224114732546848,"NDUFV3;PKNOX1","end"
"292","GT-AG",196,859,12,11.65,FALSE,FALSE,0.0692307692307692,TRUE,3.9306456700466,0.00224115164173505,"PKNOX1","both"
"293","GT-AG",197,860,34,31.75,TRUE,TRUE,0.201591047559607,TRUE,2.95325687705351,0.0021501101848299,"PKNOX1","both"
"294","GT-AG",198,861,26,25.1,TRUE,TRUE,0.140944055944056,TRUE,3.76356714342063,0.0111190699283785,"PKNOX1","both"
"295","GT-AG",198,862,1,51.05,FALSE,FALSE,0.02,FALSE,-5.55000262313944,0.000699569010036689,"PKNOX1","end"
"296","GT-AG",199,862,30,26.85,TRUE,TRUE,0.0687747035573123,TRUE,4.4795145750997,0.0016451631193402,"PKNOX1","both"
"297","GT-AG",200,863,14,14.55,FALSE,FALSE,0.118857808857809,TRUE,3.54006397130413,0.00123216231986068,"PKNOX1","both"
"298","GT-AG",200,864,2,14.55,FALSE,FALSE,0.118857808857809,TRUE,-3.54006397130412,0.00123215997507224,"PKNOX1","start"
"299","GT-AG",201,865,21,21.55,TRUE,TRUE,0.108056943056943,TRUE,2.70945321520837,0.00203202136336248,"PKNOX1","both"
"300","GT-AG",201,866,1,48.75,FALSE,FALSE,0.0264705882352941,FALSE,-5.53272934636176,0.00119170119108226,"PKNOX1","end"
"301","GT-AG",202,866,29,32.2,TRUE,TRUE,0.0819688331042484,TRUE,2.64983363577523,0.000410762475633182,"PKNOX1","both"
"302","GT-AG",203,867,28,28,TRUE,TRUE,0.0808479532163743,TRUE,4.14754424136188,0.00725184087245386,"PKNOX1","both"
"303","GT-AG",204,868,32,32.1,TRUE,FALSE,0.0473301260450629,FALSE,3.25607066641449,0.000259001358992836,"PKNOX1","both"
"304","GT-AG",205,869,26,28.4,TRUE,TRUE,0.109385229064022,TRUE,2.65689933146705,0.0293577524336944,"PKNOX1","both"
"305","GT-AG",206,870,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999991666228,"PKNOX1","none"
"306","GT-AG",207,871,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.951748380591938,"PKNOX1","none"
"307","GT-AG",208,872,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999943136996,"PDXK;TMEM97P1;RRP1;AGPAT3;TRAPPC10;FP565260.6;PWP2;FP565260.1;FP565260.2;GATD3A;GATD3B","none"
"308","GT-AG",209,873,2,139.4,FALSE,FALSE,0.0220668220668221,FALSE,-6.25148018805679,0.00639806134939948,"RRP1","end"
"309","GT-AG",210,874,1,132.05,FALSE,FALSE,0.0121621621621622,FALSE,-6.60042181180993,0.00204226861582624,"RRP1","start"
"310","GT-AG",210,873,136,147.6,TRUE,FALSE,0.0418982626595857,FALSE,1.47999518681872,6.67948584347681e-05,"RRP1","both"
"311","GT-AG",211,873,1,139.4,FALSE,FALSE,0.00592105263157895,FALSE,-6.55888118550474,0.000210290244610777,"RRP1","end"
"312","GT-AG",212,875,185,187.65,TRUE,TRUE,0.0789821849034336,TRUE,2.53631359755993,0.00417199602496182,"RRP1","both"
"313","GT-AG",212,876,1,190.55,FALSE,FALSE,0.00471204188481675,FALSE,-6.76480198718345,0.000186337589737994,"RRP1","none"
"314","GC-AG",213,877,1,216.65,FALSE,FALSE,0.00803571428571428,FALSE,-7.00249842293096,0.000714635191269009,"RRP1","end"
"315","GT-AG",214,877,222,220.45,TRUE,FALSE,0.0365114184395333,FALSE,2.92635922765977,0.000426898259562264,"RRP1","both"
"316","GT-AG",215,878,263,273,TRUE,FALSE,0.0225778491523085,FALSE,3.09837812362606,5.28491137016736e-05,"RRP1","both"
"317","GT-AG",215,879,1,520.45,FALSE,FALSE,0.00307167235494881,FALSE,-7.85174832357226,0.000254851052038357,"RRP1","end"
"318","GT-AG",215,876,1,276.65,FALSE,FALSE,0.0075,FALSE,-7.15551864042241,0.000963729611227625,"RRP1","none"
"319","GT-AG",216,880,1,252.15,FALSE,FALSE,0.00511363636363636,FALSE,-7.18190891329286,0.000262214682190791,"RRP1","start"
"320","GT-AG",216,879,256,253.6,TRUE,FALSE,0.0364179367540443,FALSE,3.08689124215915,0.00102430469702947,"RRP1","both"
"321","GT-AG",216,876,7,252.7,FALSE,FALSE,0.0153549002763489,FALSE,-4.11756446738629,0.000102043876230548,"RRP1","start"
"322","GT-AG",217,881,243,248.75,TRUE,TRUE,0.102905774579559,TRUE,2.76115874626842,0.00955529088800885,"RRP1","both"
"323","GT-AG",218,882,236,229.9,TRUE,TRUE,0.105223643184459,TRUE,3.34727004620919,0.0107171039952056,"RRP1","both"
"324","GT-AG",219,882,2,229.45,FALSE,FALSE,0.0127434986694031,FALSE,-6.18815947077866,0.000281155112457422,"RRP1","end"
"325","GT-AG",220,883,3,223.55,FALSE,FALSE,0.0145406937694636,FALSE,-6.0344619237141,0.0036056080127386,"RRP1","end"
"326","GT-AG",221,883,1,223.55,FALSE,FALSE,0.00714285714285714,FALSE,-6.99126793172437,0.000534016255721928,"RRP1","end"
"327","GT-AG",222,884,1,210.55,FALSE,FALSE,0.00584415584415584,FALSE,-6.93844023261713,0.000350541752716054,"RRP1","start"
"328","GT-AG",222,883,255,224.1,TRUE,TRUE,0.0616058344384263,TRUE,2.61720268175106,0.00043967314515289,"RRP1","both"
"329","GT-AG",223,883,1,223.55,FALSE,FALSE,0.00656934306569343,FALSE,-6.99133204658308,0.000401081949492707,"RRP1","end"
"330","GT-AG",224,885,1,191.65,FALSE,FALSE,0.012,FALSE,-6.8080504032158,0.00249325059907051,"RRP1","start"
"331","GT-AG",224,886,197,194.45,TRUE,TRUE,0.145829709281142,TRUE,2.63163756668726,0.0283698624953108,"RRP1","both"
"332","GT-AG",225,887,198,210.3,TRUE,TRUE,0.0743178854995533,TRUE,2.32850472999643,0.000787821451881323,"RRP1","both"
"333","GT-AG",225,888,1,426.15,FALSE,FALSE,0.00278160679476469,FALSE,-7.17307263719532,3.14740564040013e-05,"RRP1","end"
"334","GT-AG",226,889,2,203.75,FALSE,FALSE,0.00814877226769379,FALSE,-6.57600795649083,0.000493463100566313,"RRP1","start"
"335","GT-AG",226,888,206,218.3,TRUE,TRUE,0.0593538762934356,TRUE,2.28529157917339,5.1519492123033e-05,"RRP1","both"
"336","GT-AG",227,888,1,216.95,FALSE,FALSE,0.00424528301886792,FALSE,-6.95266799364674,0.000174370952829576,"RRP1","end"
"337","GT-AG",228,888,3,216.95,FALSE,FALSE,0.0116720192693697,FALSE,-6.60724895212543,0.0063448783963099,"RRP1","end"
"338","GT-AG",229,890,1,181.95,FALSE,FALSE,0.00666692702857078,FALSE,-6.01441677849776,5.066434840167e-05,"RRP1","start"
"339","GT-AG",229,891,189,190.5,TRUE,TRUE,0.0763103127866671,TRUE,1.91304838341371,0.0121334094343702,"RRP1","both"
"340","GT-AG",230,891,1,184.05,FALSE,FALSE,0.00907043775896235,FALSE,-6.74418283631099,0.000182287199132877,"RRP1","end"
"341","GT-AG",231,892,1,206.75,FALSE,FALSE,0.0046875,FALSE,-7.07522191226781,0.000226091395807347,"PWP2;FP565260.1;FP565260.2;GATD3A;GATD3B","none"
"342","GT-AG",232,893,1,224.1,FALSE,FALSE,0.0272727272727273,FALSE,-6.69451775970759,0.0148132017625477,"FP565260.2;GATD3A;GATD3B","end"
"343","GT-AG",233,893,2,224.55,FALSE,FALSE,0.0116892291556141,FALSE,-6.08628101528081,0.000129415974025409,"FP565260.2;GATD3A;GATD3B","end"
"344","GT-AG",233,892,1,208.2,FALSE,FALSE,0.00520231213872832,FALSE,-7.07825107645905,0.000254742502474832,"FP565260.2;GATD3A;GATD3B","none"
"345","GT-AG",234,894,2,206.05,FALSE,FALSE,0.0097905915045653,FALSE,-6.24060370830277,0.00189978879030392,"FP565260.2;GATD3A;GATD3B","start"
"346","GT-AG",234,893,224,230.45,TRUE,TRUE,0.329007542598455,TRUE,1.36630001642605,0.0115149828522729,"FP565260.2;GATD3A;GATD3B","both"
"347","GT-AG",234,892,2,411.45,FALSE,FALSE,0.00771335771055738,FALSE,-6.76805578242102,0.00111196502378809,"FP565260.2;GATD3A;GATD3B","start"
"348","GT-AG",235,892,1,206.75,FALSE,FALSE,0.0090964590964591,FALSE,-6.83405436032584,0.000301465528187031,"FP565260.2;GATD3A;GATD3B","none"
"349","GT-AG",236,893,1,224.1,FALSE,FALSE,0.00473684210526316,FALSE,-6.69705805754929,0.00023795503969514,"FP565260.2;GATD3A;GATD3B","end"
"350","GT-AG",237,893,1,224.1,FALSE,FALSE,0.00617251766886803,FALSE,-6.45666643315834,8.81365042004066e-05,"FP565260.2;GATD3A;GATD3B","end"
"351","GT-AG",238,895,1,204.2,FALSE,FALSE,0.00642857142857143,FALSE,-7.05434205329628,0.000401166343467345,"FP565260.2;GATD3A;GATD3B","start"
"352","GT-AG",238,892,214,209.1,TRUE,TRUE,0.0558629649244682,TRUE,2.96955995143716,0.00952440750644462,"FP565260.2;GATD3A;GATD3B","both"
"353","GT-AG",239,892,2,206.75,FALSE,FALSE,0.018060979623017,FALSE,-6.28776942410581,0.000109124203276737,"FP565260.2;GATD3A;GATD3B","end"
"354","GC-AG",240,896,3,261.2,FALSE,FALSE,0.008289818022104,FALSE,-6.16979395601437,0.0026440410050559,"FP565260.2;GATD3A;GATD3B","end"
"355","GT-AG",241,896,224,289.6,TRUE,TRUE,0.0507397916842541,TRUE,1.30778569192417,0.00195947614549132,"FP565260.2;GATD3A;GATD3B","both"
"356","GT-AG",242,896,2,261.2,FALSE,FALSE,0.00749293204029245,FALSE,-6.0733477109662,7.39643586379403e-05,"FP565260.2;GATD3A;GATD3B","end"
"357","GT-AG",243,897,2,274.7,FALSE,FALSE,0.00740740740740741,FALSE,-7.36534663875274,0.00289208020442575,"FP565260.2;GATD3A;GATD3B","start"
"358","GT-AG",243,898,1,274.7,FALSE,FALSE,0.00310344827586207,FALSE,-7.43049016064824,0.000142114170044595,"FP565260.2;GATD3A;GATD3B","start"
"359","GT-AG",243,899,271,282.9,TRUE,FALSE,0.0355591310808497,FALSE,2.07016744090072,4.46299959156296e-05,"FP565260.2;GATD3A;GATD3B","both"
"360","GT-AG",243,900,1,274.7,FALSE,FALSE,0.003515625,FALSE,-7.43044422805297,0.000166615324656305,"FP565260.2;GATD3A;GATD3B","start"
"361","GT-AG",243,901,5,435.65,FALSE,FALSE,0.00821622071948262,FALSE,-4.59317178055546,2.11790159859299e-05,"FP565260.2;GATD3A;GATD3B","start"
"362","GT-AG",244,902,1,244.5,FALSE,FALSE,0.0036144578313253,FALSE,-7.17418798979282,0.000140646657656236,"FP565260.2;GATD3A;GATD3B","start"
"363","GT-AG",244,903,1,244.5,FALSE,FALSE,0.00604026845637584,FALSE,-7.17391729290017,0.000522859456807906,"FP565260.2;GATD3A;GATD3B","start"
"364","GT-AG",244,904,13,244.5,FALSE,FALSE,0.0178696383049932,FALSE,-3.25492185857562,3.61603052026157e-05,"FP565260.2;GATD3A;GATD3B","start"
"365","GT-AG",244,905,3,244.5,FALSE,FALSE,0.0154285714285714,FALSE,-7.06925289617375,0.0166977630418944,"FP565260.2;GATD3A;GATD3B","start"
"366","GT-AG",244,906,18,244.5,FALSE,FALSE,0.0335660941402844,FALSE,-3.28263779883197,0.0024737414519962,"FP565260.2;GATD3A;GATD3B","start"
"367","GT-AG",244,907,2,244.5,FALSE,FALSE,0.0111075019156203,FALSE,-6.62802302007255,0.00010047274741053,"FP565260.2;GATD3A;GATD3B","start"
"368","GT-AG",244,901,188,261.3,TRUE,TRUE,0.186825741329484,TRUE,0.58075246691872,0.0141132056860826,"FP565260.2;GATD3A;GATD3B","both"
"369","GT-AG",244,908,1,244.5,FALSE,FALSE,0.00508474576271186,FALSE,-7.1740239900212,0.000281079323208773,"FP565260.2;GATD3A;GATD3B","none"
"370","AT-AC",245,909,1,274.75,FALSE,FALSE,0.00382978723404255,FALSE,-7.45275085616674,0.000212046551712863,"FP565260.2;GATD3A;GATD3B","start"
"371","AT-AC",245,910,289,287.75,TRUE,TRUE,0.0719234644497144,TRUE,2.69458938343568,0.000139695373952142,"FP565260.2;GATD3A;GATD3B","both"
"372","GT-AG",246,911,5,4.55,FALSE,FALSE,0.4375,TRUE,2.23536850917191,0.206568581747658,"FP565260.2;GATD3A;GATD3B","both"
"373","GT-AG",247,911,1,4.55,FALSE,FALSE,0.4375,TRUE,-2.23536850917191,0.206568567435014,"FP565260.2;GATD3A;GATD3B","end"
"374","GT-AG",248,912,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000046432499,"GATD3A;GATD3B","none"
"375","GT-AG",249,913,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000008335434,"GATD3A","none"
"376","GT-AG",250,914,7,9.65,FALSE,FALSE,0.314772727272727,TRUE,3.24049451839924,0.0257829768515313,"GATD3A","both"
"377","GT-AG",250,915,1,9.65,FALSE,FALSE,0.1125,TRUE,-3.65653675749677,0.00333834928963936,"GATD3A","start"
