HG00096	HG00103	HG00106	HG00111	HG00116	HG00126	HG00132	HG00149	HG00150	HG00176
17	7	11	12	18	30	8	30	7	9
21	3	14	3	10	24	3	36	7	14
21	3	14	3	11	26	3	38	7	14
36	4	27	16	49	60	42	69	27	27
44	10	25	15	47	57	60	77	32	37
18	1	15	14	43	39	40	32	20	16
26	8	12	13	41	35	57	41	25	24
21	6	13	12	37	30	44	35	15	19
21	6	13	12	37	30	44	36	15	20
13	9	17	12	24	40	45	28	20	20
29	15	27	20	51	61	69	57	31	30
16	7	10	8	29	22	24	29	11	10
13	5	8	14	34	18	40	31	10	9
15	2	13	12	31	20	34	32	10	18
9	6	24	13	40	29	37	33	8	18
9	7	5	8	39	16	29	21	15	18
9	8	5	10	39	18	31	22	15	18
13	7	9	8	30	28	50	24	12	15
10	6	7	8	26	24	46	19	10	15
9	2	7	10	39	37	37	30	9	16
5	3	9	9	35	35	32	27	10	10
10	2	9	11	25	40	37	24	12	10
10	2	9	11	25	42	37	25	13	10
12	0	8	9	19	21	20	23	6	8
12	0	8	11	19	21	20	23	6	8
7	1	9	6	17	34	14	18	4	12
7	5	5	9	23	24	21	22	3	8
10	6	9	6	21	31	35	25	6	19
5	0	4	5	4	23	8	21	8	9
0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	1	1	0	0
1	0	0	4	5	2	2	4	0	2
4	11	36	41	42	10	32	11	40	12
7	20	66	52	64	14	53	14	67	22
30	38	77	70	120	24	66	37	75	37
7	20	66	52	64	14	53	14	67	22
0	0	0	0	1	0	0	0	1	0
1	5	3	0	1	1	2	0	1	1
1	5	3	0	1	1	2	0	0	1
0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1
0	1	0	0	0	0	0	0	0	0
0	0	3	2	1	0	1	0	0	1
7	2	11	6	2	4	1	3	4	5
23	18	36	10	12	12	13	16	30	19
6	2	11	6	2	4	1	3	4	5
6	2	11	6	2	4	1	3	4	5
6	2	11	6	2	4	1	3	4	5
22	18	35	10	12	12	13	16	29	17
17	6	29	7	6	8	16	12	22	9
27	18	37	11	12	13	18	17	31	17
9	5	5	16	2	10	11	11	6	3
4	8	8	7	6	16	19	15	15	13
4	8	8	7	6	16	19	15	15	13
4	8	8	7	6	16	19	15	15	13
13	0	13	7	12	9	17	17	6	7
20	2	22	14	18	13	27	25	15	15
21	5	27	15	27	35	38	31	23	18
7	2	9	7	6	4	10	8	9	9
7	2	9	7	6	4	10	8	9	9
3	1	5	4	7	11	11	10	4	9
3	1	5	4	7	11	11	10	4	9
3	1	5	4	7	11	11	10	4	9
8	7	15	7	14	28	20	15	17	12
8	7	15	7	14	28	20	15	17	12
9	7	17	9	15	29	22	17	17	13
16	13	25	18	22	39	29	26	27	22
8	5	15	8	15	26	21	14	17	11
8	6	10	11	8	11	9	11	10	11
4	5	10	3	11	15	16	13	12	11
17	11	22	9	19	25	27	23	17	11
13	6	12	6	8	10	12	10	5	1
11	6	18	7	5	10	15	7	6	1
11	6	18	7	5	10	15	7	6	1
11	6	18	7	5	11	15	7	6	1
11	6	18	7	5	10	15	7	6	1
17	6	18	8	8	13	18	11	6	2
5	0	0	2	3	4	3	2	0	0
13	6	12	6	8	11	12	10	5	1
13	6	12	6	8	10	12	10	5	1
2	1	2	1	5	8	3	1	1	0
2	1	2	1	5	8	3	1	1	0
2	1	2	1	5	8	3	1	1	0
2	1	2	1	5	8	3	1	1	0
2	1	2	1	5	8	3	1	1	0
82	110	129	94	61	91	78	66	71	98
82	110	129	94	61	91	78	66	71	98
92	127	152	106	72	100	92	74	82	102
179	233	246	201	137	177	184	147	168	180
163	201	238	197	142	176	177	133	157	172
82	110	129	94	61	91	78	66	71	98
92	115	104	100	72	80	101	77	91	87
87	101	96	90	71	77	91	75	84	80
95	118	105	103	75	81	103	77	93	89
161	180	189	184	145	156	185	139	162	156
92	115	104	100	72	80	101	77	91	87
76	67	89	95	78	80	87	61	78	59
76	67	89	95	78	80	87	61	78	59
76	67	90	95	78	80	88	61	78	59
96	89	108	104	89	88	107	73	96	78
13	5	14	8	13	10	12	9	14	0
76	80	95	95	76	79	95	64	78	77
76	80	94	95	76	79	94	64	78	77
39	55	69	52	39	56	68	53	71	58
39	55	69	52	39	56	68	53	71	58
39	55	69	52	39	56	68	53	71	58
39	55	69	52	39	56	68	53	71	58
39	55	69	52	39	56	68	53	71	58
41	59	72	52	39	60	75	58	74	61
39	55	69	52	39	56	68	53	71	58
39	55	69	52	39	56	68	53	71	58
39	55	69	52	39	56	68	53	71	58
82	56	67	75	117	122	102	97	63	95
83	57	68	79	118	123	105	102	64	96
83	62	68	79	118	126	105	102	65	97
82	56	67	75	117	122	102	97	63	95
49	30	35	46	34	70	26	67	39	50
56	34	43	47	36	78	30	70	39	51
54	33	42	45	36	78	30	69	37	51
127	93	131	101	116	165	107	152	97	133
49	30	35	46	34	70	26	67	39	50
72	64	89	56	80	88	75	86	62	82
75	64	92	58	81	90	77	86	63	84
1	3	5	1	1	1	0	3	1	2
74	62	91	57	81	88	77	86	61	85
3	0	2	1	0	1	1	3	2	3
73	60	89	56	80	87	77	84	60	83
73	60	89	56	80	87	77	83	60	83
90	66	98	75	103	144	123	113	66	101
157	116	167	122	197	238	211	184	124	161
166	99	161	129	183	246	217	176	123	165
141	87	153	124	203	225	225	179	124	153
85	63	77	60	103	111	101	92	66	70
131	85	129	103	204	185	198	152	121	121
78	60	74	56	99	103	95	82	62	66
78	60	74	56	99	103	95	82	62	66
85	39	64	56	84	107	95	71	61	68
83	38	63	55	82	104	94	68	59	67
138	65	121	109	186	187	199	140	118	122
55	27	58	54	105	85	105	73	60	56
44	22	48	35	87	68	89	64	40	43
44	23	48	35	88	68	89	64	40	43
56	28	60	57	114	86	113	78	61	61
0	1	0	0	1	0	0	1	0	0
55	27	58	54	105	85	105	73	60	56
0	0	0	0	0	1	0	0	0	0
0	9	5	11	11	0	14	3	15	8
0	0	1	0	0	0	0	0	0	0
269	213	210	525	242	229	375	274	284	168
282	228	229	539	262	242	390	286	300	178
272	200	222	526	254	235	379	272	279	174
338	257	271	713	359	340	559	320	343	238
627	516	646	1453	828	788	1320	580	876	499
607	474	635	1435	819	771	1313	565	862	489
1090	914	1207	2275	1387	1609	2243	970	1579	1010
599	477	609	1356	776	770	1231	555	807	479
602	627	658	1087	663	1010	1022	440	854	599
670	729	717	1199	735	1142	1119	494	951	678
635	719	747	1212	758	1002	1204	570	1001	682
651	732	764	1231	778	1017	1226	584	1034	702
444	509	508	873	565	695	870	406	722	450
527	553	637	991	626	897	1056	458	839	605
529	513	607	929	616	883	995	452	785	554
178	191	241	335	200	307	340	153	279	239
484	440	572	841	568	838	930	405	717	522
182	129	210	273	174	288	260	144	209	186
182	129	210	273	174	288	260	144	209	186
501	456	585	868	575	851	941	423	733	539
421	296	359	660	383	565	712	339	564	293
421	296	359	660	383	565	712	339	564	293
421	296	359	660	383	565	712	339	564	293
421	296	359	660	383	565	712	339	564	293
424	301	362	663	393	578	717	349	570	296
421	296	359	660	383	565	712	339	564	293
357	248	287	502	286	496	575	307	490	252
357	248	287	502	286	496	575	307	490	252
357	248	287	502	286	496	575	307	490	252
357	248	287	502	286	496	575	307	490	252
1	0	6	0	1	0	0	0	0	0
1	0	7	2	3	0	0	0	0	0
0	0	4	0	1	0	0	1	0	0
0	0	2	2	2	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0
1	0	0	0	1	0	0	1	1	0
0	0	3	0	0	0	0	1	0	0
0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	1	0	2
0	0	2	1	0	0	0	0	2	0
0	0	2	1	0	0	0	0	2	0
0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	1	0	0	0	0
16	17	20	22	15	17	27	22	13	22
23	19	25	30	16	22	28	30	16	24
16	14	21	23	12	19	19	22	12	22
16	14	21	23	12	19	19	22	12	22
11	9	12	17	10	8	18	19	17	11
11	7	11	10	12	7	12	11	3	7
11	11	11	11	12	8	12	11	3	7
31	22	18	29	35	19	39	23	11	29
11	11	11	11	12	7	12	10	3	7
11	11	11	11	12	7	12	10	3	7
14	13	14	13	21	17	25	24	19	19
11	13	11	13	20	17	25	21	16	18
21	22	11	10	24	23	33	22	14	19
21	22	11	10	24	23	33	22	14	19
23	25	13	11	24	28	38	25	17	21
20	21	13	11	23	25	35	24	14	18
2	1	2	0	2	1	1	0	2	0
16	10	9	10	23	17	30	19	14	19
20	15	9	19	24	14	28	12	8	22
17	9	8	6	26	18	29	22	16	21
17	9	8	6	26	18	29	22	16	21
22	9	11	10	28	18	37	23	18	22
37	24	15	25	46	30	56	33	24	43
16	9	9	10	23	16	30	19	14	19
4	0	1	0	0	2	5	0	0	2
21	13	8	21	21	16	32	13	7	23
21	13	8	21	21	16	32	13	7	23
22	16	8	24	26	18	33	14	9	24
20	15	7	19	23	13	27	12	8	22
20	15	7	19	23	13	27	12	8	22
14	12	9	8	12	15	13	17	10	9
14	12	9	8	12	15	13	17	10	9
40	20	28	33	27	60	45	63	39	25
0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0
0	1	0	1	0	0	0	0	3	0
40	21	28	33	27	60	45	63	42	25
0	1	0	2	1	0	4	1	0	2
40	20	28	33	28	60	45	63	39	26
43	23	32	36	28	65	46	71	44	26
40	20	28	33	27	60	45	63	39	25
35	18	31	39	34	52	47	36	32	22
35	20	31	39	35	52	48	38	33	22
30	17	28	35	33	44	44	34	31	18
19	7	10	6	1	28	3	33	23	11
33	9	11	37	41	32	39	60	28	15
32	9	10	37	41	31	39	60	28	15
34	10	11	37	43	36	41	64	30	16
42	15	17	38	41	55	39	90	43	20
15	5	5	18	16	10	14	31	11	7
16	4	9	16	24	19	21	24	16	6
16	4	8	16	24	19	21	24	16	6
12	6	7	1	0	25	0	30	15	5
0	0	0	1	0	0	0	0	0	0
12	7	9	2	1	24	2	37	15	5
12	7	9	2	1	24	2	37	15	5
12	7	9	2	1	24	2	37	15	5
12	7	9	2	1	24	2	37	15	5
14	8	9	3	1	25	2	37	16	7
12	7	9	2	1	24	2	37	15	5
0	0	1	0	0	0	0	0	0	0
50	37	38	10	8	63	5	51	39	30
40	29	30	15	24	37	12	30	31	18
39	27	28	15	24	32	12	28	31	18
83	75	80	59	68	97	52	70	66	60
44	51	49	39	40	63	41	46	38	42
44	51	49	39	40	63	41	46	38	42
49	57	53	48	44	71	45	46	41	43
44	51	49	39	40	63	41	46	38	42
44	51	49	39	40	63	41	46	38	42
2	4	4	0	1	0	3	4	3	0
2	4	4	0	1	0	3	4	3	0
85	137	97	160	56	91	120	52	104	100
94	159	109	184	62	99	134	56	110	109
45	74	71	109	39	79	61	31	53	62
45	74	71	109	40	79	61	31	54	62
152	163	151	230	116	194	188	91	145	142
133	193	163	247	120	189	217	122	146	177
120	116	98	148	85	129	135	64	108	85
122	119	99	153	85	131	137	69	114	86
214	244	200	305	172	245	298	161	208	205
98	138	103	166	89	123	167	104	104	125
94	129	102	157	87	116	163	97	101	120
85	63	51	106	57	81	72	91	61	66
10	7	8	14	20	15	15	17	7	9
46	35	35	58	64	73	84	62	30	43
10	7	8	14	19	15	15	17	7	9
44	41	36	54	52	69	84	52	36	37
36	29	27	44	45	58	69	45	24	34
60	43	46	79	50	98	76	56	53	49
53	40	44	75	47	94	72	55	50	46
46	24	32	43	42	46	77	42	29	35
0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	0	0	0
